variable_name	description
URXMIB_PHTHTE_H	Mono-isobutyl phthalate (ng/mL);2013-2014
URXMNP_PHTHTE_H	Mono-isononyl phthalate (ng/mL);2013-2014
URXMOH_PHTHTE_H	Mono-(2-ethyl-5-oxohexyl) phthalate (ng/mL);2013-2014
URXMZP_PHTHTE_H	Mono-benzyl phthalate (ng/mL);2013-2014
URXCNP_PHTHTE_I	Mono(carboxynonyl) Phthalate (ng/mL);2015-2016
URXCOP_PHTHTE_I	Mono(carboxyoctyl) Phthalate (ng/mL);2015-2016
URXECP_PHTHTE_I	Mono-2-ethyl-5-carboxypentyl phthalate (ng/mL);2015-2016
URXHIBP_PHTHTE_I	Mono-2-hydroxy-iso-butyl phthalate (ng/mL);2015-2016
URXMBP_PHTHTE_I	Mono-n-butyl phthalate (ng/mL);2015-2016
URXMC1_PHTHTE_I	Mono-(3-carboxypropyl) phthalate (ng/mL);2015-2016
URXMCOH_PHTHTE_I	Cyclohexane-1,2-dicarboxylic acid-mono(carboxyoctyl) ester phthalate (ng/mL);2015-2016
URXMEP_PHTHTE_I	Mono-ethyl phthalate (ng/mL);2015-2016
URXMHBP_PHTHTE_I	Mono-3-hydroxy-n-butyl phthalate (ng/mL);2015-2016
URXMHH_PHTHTE_I	Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL);2015-2016
URXMHNC_PHTHTE_I	Cyclohexane 1,2-dicarboxylic acid monohydroxy isononyl ester (ng/mL);2015-2016
URXMHP_PHTHTE_I	Mono-(2-ethyl)-hexyl phthalate (ng/mL);2015-2016
URXMIB_PHTHTE_I	Mono-isobutyl phthalate (ng/mL);2015-2016
URXMNP_PHTHTE_I	Mono-isononyl phthalate (ng/mL);2015-2016
URXMOH_PHTHTE_I	Mono-(2-ethyl-5-oxohexyl) phthalate (ng/mL);2015-2016
URXMZP_PHTHTE_I	Mono-benzyl phthalate (ng/mL);2015-2016
URXUCR_SSPHTE_H	Creatinine, urine (mg/dL);2013-2014
URXMBP_PHPYPA_B	Mono-n-butyl phthalate (ng/mL);2001-2002
URXMCP_PHPYPA_B	Mono-cyclohexyl phthalate (ng/mL);2001-2002
URXMEP_PHPYPA_B	Mono-ethyl phthalate (ng/mL);2001-2002
URXMHP_PHPYPA_B	Mono-(2-ethyl)-hexyl phthalate (ng/mL);2001-2002
URXMNP_PHPYPA_B	Mono-isononyl phthalate (ng/mL);2001-2002
URXMOP_PHPYPA_B	Mono-n-octyl phthalate (ng/mL);2001-2002
URXMZP_PHPYPA_B	Mono-benzyl phthalate (ng/mL);2001-2002
URXMNM_PHPYPA_B	Mono-n-methyl phthalate;2001-2002
URXMC1_PHPYPA_B	Mono-(3-carboxypropyl) phthalate;2001-2002
URXMHH_PHPYPA_B	Mono-(2-ethyl-5-hydroxyhexyl) phthalate;2001-2002
URXMOH_PHPYPA_B	Mono-(2-ethyl-5-oxohexyl) phthalate;2001-2002
URXMIB_PHPYPA_B	Mono-isobutyl pthalate;2001-2002
URXDAZ_PHPYPA_B	Daidzein (ng/mL);2001-2002
URXDMA_PHPYPA_B	o-Desmethylangolensin (O-DMA) (ng/mL);2001-2002
URXEQU_PHPYPA_B	Equol (ng/mL);2001-2002
URXETD_PHPYPA_B	Enterodiol (ng/mL);2001-2002
URXETL_PHPYPA_B	Enterolactone (ng/mL);2001-2002
URXGNS_PHPYPA_B	Genistein (ng/mL);2001-2002
URXP01_PHPYPA_B	1-napthol;2001-2002
URXP02_PHPYPA_B	2-napthol;2001-2002
URXP03_PHPYPA_B	3-fluorene (ng/L);2001-2002
URXP04_PHPYPA_B	2-fluorene (ng/L);2001-2002
URXP05_PHPYPA_B	3-phenanthrene (ng/L);2001-2002
URXP06_PHPYPA_B	1-phenanthrene (ng/L);2001-2002
URXP07_PHPYPA_B	2-phenanthrene (ng/L);2001-2002
URXP10_PHPYPA_B	1-pyrene (ng/L);2001-2002
URXUCR_PHPYPA_B	Creatinine, urine (mg/dL);2001-2002
URXMBP_PHPYPA	Mono-n-butyl phthalate (ng/mL);1999-2000
URXMCP_PHPYPA	Mono-cyclohexyl phthalate (ng/mL);1999-2000
URXMEP_PHPYPA	Mono-ethyl phthalate (ng/mL);1999-2000
URXMHP_PHPYPA	Mono-(2-ethyl)-hexyl phthalate (ng/mL);1999-2000
URXMNP_PHPYPA	Mono-isononyl phthalate (ng/mL);1999-2000
URXMOP_PHPYPA	Mono-n-octyl phthalate (ng/mL);1999-2000
URXMZP_PHPYPA	Mono-benzyl phthalate (ng/mL);1999-2000
URXDAZ_PHPYPA	Daidzein (ng/mL);1999-2000
URXDMA_PHPYPA	o-Desmethylangolensin (O-DMA) (ng/mL);1999-2000
URXEQU_PHPYPA	Equol (ng/mL);1999-2000
URXETD_PHPYPA	Enterodiol (ng/mL);1999-2000
URXETL_PHPYPA	Enterolactone (ng/mL);1999-2000
URXGNS_PHPYPA	Genistein (ng/mL);1999-2000
URXP09_PHPYPA	3-fluoranthene (ng/L);1999-2000
URXUCR_PHPYPA	Creatinine, urine (mg/dL);1999-2000
URXDAZ_L06PHY_C	Daidzein (ng/mL);2003-2004
URXDMA_L06PHY_C	o-Desmethylangolensin (O-DMA) (ng/mL);2003-2004
URXEQU_L06PHY_C	Equol (ng/mL);2003-2004
URXETD_L06PHY_C	Enterodiol (ng/mL);2003-2004
URXETL_L06PHY_C	Enterolactone (ng/mL);2003-2004
URXGNS_L06PHY_C	Genistein (ng/mL);2003-2004
URXUCR_L06PHY_C	Creatinine, urine (mg/dL);2003-2004
URXDAZ_PHYTO_D	Daidzein (ng/mL);2005-2006
URXDMA_PHYTO_D	O-Desmethylangolensin (O-DMA) (ng/mL);2005-2006
URXEQU_PHYTO_D	Equol (ng/mL);2005-2006
URXETD_PHYTO_D	Enterodiol (ng/mL);2005-2006
URXETL_PHYTO_D	Enterolactone (ng/mL);2005-2006
URXGNS_PHYTO_D	Genistein (ng/mL);2005-2006
URXUCR_PHYTO_D	Creatinine, urine (mg/dL);2005-2006
URXDAZ_PHYTO_E	Daidzein (ng/mL);2007-2008
URXDMA_PHYTO_E	O-Desmethylangolensin (O-DMA) (ng/mL);2007-2008
URXEQU_PHYTO_E	Equol (ng/mL);2007-2008
URXETD_PHYTO_E	Enterodiol (ng/mL);2007-2008
URXETL_PHYTO_E	Enterolactone (ng/mL);2007-2008
URXGNS_PHYTO_E	Genistein (ng/mL);2007-2008
URXUCR_PHYTO_E	Creatinine, urine (mg/dL);2007-2008
URXDAZ_PHYTO_F	Daidzein (ng/mL);2009-2010
URXDMA_PHYTO_F	O-Desmethylangolensin (O-DMA) (ng/mL);2009-2010
URXEQU_PHYTO_F	Equol (ng/mL);2009-2010
URXETD_PHYTO_F	Enterodiol (ng/mL);2009-2010
URXETL_PHYTO_F	Enterolactone (ng/mL);2009-2010
URXGNS_PHYTO_F	Genistein (ng/mL);2009-2010
URXUCR_PHYTO_F	Creatinine, urine (mg/dL);2009-2010
LBXGLU_GLU_H	Fasting Glucose (mg/dL);2013-2014
LBXGLU_GLU_I	Fasting Glucose (mg/dL);2015-2016
LBXGLU_GLU_J	Fasting Glucose (mg/dL);2017-2018
LBXGLU_P_GLU	Fasting Glucose (mg/dL);2017-2020
LBXGLU_GLU_E	Fasting Glucose (mg/dL);2007-2008
LBXGLU_GLU_D	Fasting Glucose (mg/dL);2005-2006
LBXGLU_GLU_F	Fasting Glucose (mg/dL);2009-2010
LBXGLU_GLU_G	Fasting Glucose (mg/dL);2011-2012
LBXGLU_LAB10AM	Glucose, plasma (mg/dL);1999-2000
LBXGLU_L10AM_C	Glucose, plasma (mg/dL);2003-2004
LBXGLU_L10AM_B	Glucose, plasma (mg/dL);2001-2002
URXP01_L31PAH_C	1-napthol (ng/L);2003-2004
URXP02_L31PAH_C	2-napthol(ng/L);2003-2004
URXP03_L31PAH_C	3-fluorene (ng/L);2003-2004
URXP04_L31PAH_C	2-fluorene (ng/L);2003-2004
URXP05_L31PAH_C	3-phenanthrene (ng/L);2003-2004
URXP06_L31PAH_C	1-phenanthrene (ng/L);2003-2004
URXP07_L31PAH_C	2-phenanthrene (ng/L);2003-2004
URXP10_L31PAH_C	1-pyrene (ng/L);2003-2004
URXP17_L31PAH_C	9-fluorene (ng/L);2003-2004
URXP19_L31PAH_C	4-phenanthrene (ng/L);2003-2004
URXUCR_L31PAH_C	Creatinine, urine (mg/dL);2003-2004
URXP01_PAH_E	1-hydroxynaphthalene (ng/L);2007-2008
URXP02_PAH_E	2-hydroxynaphthalene (ng/L);2007-2008
URXP03_PAH_E	3-hydroxyfluorene (ng/L);2007-2008
URXP04_PAH_E	2-hydroxyfluorene (ng/L);2007-2008
URXP05_PAH_E	3-hydroxyphenanthrene (ng/L);2007-2008
URXP06_PAH_E	1-hydroxyphenanthrene (ng/L);2007-2008
URXP07_PAH_E	2-hydroxyphenanthrene (ng/L);2007-2008
URXP10_PAH_E	1-hydroxypyrene (ng/L);2007-2008
URXP17_PAH_E	9-hydroxyfluorene (ng/L);2007-2008
URXUCR_PAH_E	Urinary creatinine;2007-2008
URXP01_PAH_D	1-hydroxynaphthalene (ng/L);2005-2006
URXP02_PAH_D	2-hydroxynaphthalene (ng/L);2005-2006
URXP03_PAH_D	3-hydroxyfluorene (ng/L);2005-2006
URXP04_PAH_D	2-hydroxyfluorene (ng/L);2005-2006
URXP05_PAH_D	3-hydroxyphenanthrene (ng/L);2005-2006
URXP06_PAH_D	1-hydroxyphenanthrene (ng/L);2005-2006
URXP07_PAH_D	2-hydroxyphenanthrene (ng/L);2005-2006
URXP10_PAH_D	1-hydroxypyrene (ng/L);2005-2006
URXP17_PAH_D	9-hydroxyfluorene (ng/L);2005-2006
URXP19_PAH_D	4-hydroxyphenanthrene (ng/L);2005-2006
URXUCR_PAH_D	Urinary creatinine;2005-2006
URXP01_PAH_G	1-hydroxynaphthalene (ng/L);2011-2012
URXP02_PAH_G	2-hydroxynaphthalene (ng/L);2011-2012
URXP03_PAH_G	3-hydroxyfluorene (ng/L);2011-2012
URXP04_PAH_G	2-hydroxyfluorene (ng/L);2011-2012
URXP05_PAH_G	3-hydroxyphenanthrene (ng/L);2011-2012
URXP06_PAH_G	1-hydroxyphenanthrene (ng/L);2011-2012
URXP07_PAH_G	2-hydroxyphenanthrene (ng/L);2011-2012
URXP10_PAH_G	1-hydroxypyrene (ng/L);2011-2012
URXP17_PAH_G	9-hydroxyfluorene (ng/L);2011-2012
URXP19_PAH_G	4-phenanthrene (ng/L);2011-2012
URXUCR_PAH_G	Urinary creatinine;2011-2012
URXP01_PAHS_G	1-hydroxynaphthalene (ng/L);2011-2012
URXP02_PAHS_G	2-hydroxynaphthalene (ng/L);2011-2012
URXP03_PAHS_G	3-hydroxyfluorene (ng/L);2011-2012
URXP04_PAHS_G	2-hydroxyfluorene (ng/L);2011-2012
URXP05_PAHS_G	3-hydroxyphenanthrene (ng/L);2011-2012
URXP06_PAHS_G	1-hydroxyphenanthrene (ng/L);2011-2012
URXP07_PAHS_G	2-hydroxyphenanthrene (ng/L);2011-2012
URXP10_PAHS_G	1-hydroxypyrene (ng/L);2011-2012
URXP17_PAHS_G	9-hydroxyfluorene (ng/L);2011-2012
URXP19_PAHS_G	4-phenanthrene (ng/L);2011-2012
URXUCR_PAHS_G	Urinary creatinine;2011-2012
URXP01_PAH_F	1-hydroxynaphthalene (ng/L);2009-2010
URXP02_PAH_F	2-hydroxynaphthalene (ng/L);2009-2010
URXP03_PAH_F	3-hydroxyfluorene (ng/L);2009-2010
URXP04_PAH_F	2-hydroxyfluorene (ng/L);2009-2010
URXP05_PAH_F	3-hydroxyphenanthrene (ng/L);2009-2010
URXP06_PAH_F	1-hydroxyphenanthrene (ng/L);2009-2010
URXP07_PAH_F	2-hydroxyphenanthrene (ng/L);2009-2010
URXP10_PAH_F	1-hydroxypyrene (ng/L);2009-2010
URXP17_PAH_F	9-hydroxyfluorene (ng/L);2009-2010
URXUCR_PAH_F	Urinary creatinine;2009-2010
LBCF01_DOXPOL_D	2,3,7,8-Tetrachlorodibenzofuran (tcdf) (fg/g);2005-2006
LBCF04_DOXPOL_D	1,2,3,4,7,8-Hexachlorodibenzofuran (hcxdf) (fg/g);2005-2006
LBCF01_DOXPOL_E	2,3,7,8-Tetrachlorodibenzofuran (tcdf) (fg/g);2007-2008
LBCF04_DOXPOL_E	1,2,3,4,7,8-Hexachlorodibenzofuran (hcxdf) (fg/g);2007-2008
LBCF01_DOXPOL_F	2,3,7,8-Tetrachlorodibenzofuran (tcdf) (fg/g);2009-2010
LBCF04_DOXPOL_F	1,2,3,4,7,8-Hexachlorodibenzofuran (hcxdf) (fg/g);2009-2010
URXP01_PAH_H	1-Hydroxynaphthalene (ng/L);2013-2014
URXP02_PAH_H	2-Hydroxynaphthalene (ng/L);2013-2014
URXP03_PAH_H	3-Hydroxyfluorene (ng/L);2013-2014
URXP04_PAH_H	2-Hydroxyfluorene (ng/L);2013-2014
URXP06_PAH_H	1-Hydroxyphenanthrene (ng/L);2013-2014
URXP10_PAH_H	1-Hydroxypyrene (ng/L);2013-2014
URXP25_PAH_H	2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L);2013-2014
URXUCR_PAH_H	Urinary Creatinine;2013-2014
URXP01_PAH_I	1-Hydroxynaphthalene (ng/L);2015-2016
URXP02_PAH_I	2-Hydroxynaphthalene (ng/L);2015-2016
URXP03_PAH_I	3-Hydroxyfluorene (ng/L);2015-2016
URXP04_PAH_I	2-Hydroxyfluorene (ng/L);2015-2016
URXP06_PAH_I	1-Hydroxyphenanthrene (ng/L);2015-2016
URXP10_PAH_I	1-Hydroxypyrene (ng/L);2015-2016
URXP25_PAH_I	2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L);2015-2016
URXP01_PAHS_I	1-Hydroxynaphthalene (ng/L);2015-2016
URXP02_PAHS_I	2-Hydroxynaphthalene (ng/L);2015-2016
URXP03_PAHS_I	3-Hydroxyfluorene (ng/L);2015-2016
URXP04_PAHS_I	2-Hydroxyfluorene (ng/L);2015-2016
URXP06_PAHS_I	1-Hydroxyphenanthrene (ng/L);2015-2016
URXP10_PAHS_I	1-Hydroxypyrene (ng/L);2015-2016
URXP25_PAHS_I	2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L);2015-2016
LBXPFDE_PFC_E	Pefluorodecanoic acid;2007-2008
LBXPFHS_PFC_E	Perfluorohexane sulfonic acid;2007-2008
LBXMPAH_PFC_E	2-(N-Methyl-perfluorooctane sulfonamido) acetic acid;2007-2008
LBXPFBS_PFC_E	Perfluorobutane sulfonic acid;2007-2008
LBXPFHP_PFC_E	Perfluoroheptanoic acid;2007-2008
LBXPFNA_PFC_E	Perfluorononanoic acid;2007-2008
LBXPFUA_PFC_E	Perfluoroundecanoic acid;2007-2008
LBXPFDO_PFC_E	Perflurododecanoic acid;2007-2008
LBXPFHS_PFC_D	Perfluorohexane sulfonic acid;2005-2006
LBXMPAH_PFC_D	2-(N-methyl-perfluorooctane sulfonamido) acetic acid;2005-2006
LBXPFDE_PFC_D	Perfluorodecanoic acid;2005-2006
LBXPFBS_PFC_D	Perfluorobutane sulfonic acid;2005-2006
LBXPFHP_PFC_D	Perfluoroheptanoic acid;2005-2006
LBXPFNA_PFC_D	Perfluorononanoic acid;2005-2006
LBXPFUA_PFC_D	Perfluoroundecanoic acid;2005-2006
LBXPFDO_PFC_D	Perfluorododecanoic acid;2005-2006
LBXPFHS_L24PFC_C	Perfluorohexane sulfonic acid;2003-2004
LBXMPAH_L24PFC_C	2-(N-Methyl-perfluorooctane sulfonamido) acetic acid;2003-2004
LBXPFDE_L24PFC_C	Pefluorodecanoic acid;2003-2004
LBXPFBS_L24PFC_C	Perfluorobutane sulfonic acid;2003-2004
LBXPFHP_L24PFC_C	Perfluoroheptanoic acid;2003-2004
LBXPFNA_L24PFC_C	Perfluorononanoic acid;2003-2004
LBXPFUA_L24PFC_C	Perfluoroundecanoic acid;2003-2004
LBXPFDE_PFC_F	Pefluorodecanoic acid;2009-2010
LBXPFHS_PFC_F	Perfluorohexane sulfonic acid;2009-2010
LBXMPAH_PFC_F	2-(N-Methyl-perfluorooctane sulfonamido) acetic acid;2009-2010
LBXPFBS_PFC_F	Perfluorobutane sulfonic acid;2009-2010
LBXPFHP_PFC_F	Perfluoroheptanoic acid;2009-2010
LBXPFNA_PFC_F	Perfluorononanoic acid;2009-2010
LBXPFUA_PFC_F	Perfluoroundecanoic acid;2009-2010
LBXPFDO_PFC_F	Perflurododecanoic acid;2009-2010
LBXPFDE_PFC_G	Pefluorodecanoic acid;2011-2012
LBXPFHS_PFC_G	Perfluorohexane sulfonic acid;2011-2012
LBXMPAH_PFC_G	2-(N-Methyl-perfluorooctane sulfonamido) acetic acid;2011-2012
LBXPFBS_PFC_G	Perfluorobutane sulfonic acid;2011-2012
LBXPFHP_PFC_G	Perfluoroheptanoic acid;2011-2012
LBXPFNA_PFC_G	Perfluorononanoic acid;2011-2012
LBXPFUA_PFC_G	Perfluoroundecanoic acid;2011-2012
LBXPFDO_PFC_G	Perflurododecanoic acid;2011-2012
LBXP2_PSA_E	Free prostate specific antigen (ng/mL);2007-2008
LBXP2_PSA_D	Free prostate specific antigen (ng/mL);2005-2006
LBXP2_L11PSA_C	Prostate specific antigen (PSA), free (ng/mL);2003-2004
LBXP2_L11PSA_B	Prostate specific antigen (PSA), free (ng/mL);2001-2002
LBXP2_PSA_F	Free prostate specific antigen (ng/mL);2009-2010
URX24D_UPHOPM_E	2,4-D (ug/L) result;2007-2008
URX25T_UPHOPM_E	2,4,5-Trichlorophenoxyacetic acid (ug/L);2007-2008
URX4FP_UPHOPM_E	4-fluoro-3-phenoxybenzoic (ug/L) acid;2007-2008
URXCPM_UPHOPM_E	3,5,6-trichloropyridinol (ug/L) result;2007-2008
URXMAL_UPHOPM_E	Malathion diacid (ug/L) result;2007-2008
URXOPM_UPHOPM_E	3-phenoxybenzoic (ug/L) acid result;2007-2008
URXOXY_UPHOPM_E	Oxypyrimidine (ug/L) result;2007-2008
URXPAR_UPHOPM_E	Paranitrophenol (ug/L) result;2007-2008
URXTCC_UPHOPM_E	trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid;2007-2008
URXUCR_UPHOPM_E	Creatinine, urine (mg/dL);2007-2008
URX24D_UPHOPM_F	2,4-D (ug/L) result;2009-2010
URX25T_UPHOPM_F	2,4,5-Trichlorophenoxyacetic acid (ug/L);2009-2010
URX4FP_UPHOPM_F	4-fluoro-3-phenoxybenzoic (ug/L) acid;2009-2010
URXCPM_UPHOPM_F	3,5,6-trichloropyridinol (ug/L) result;2009-2010
URXMAL_UPHOPM_F	Malathion diacid (ug/L) result;2009-2010
URXOPM_UPHOPM_F	3-phenoxybenzoic (ug/L) acid result;2009-2010
URXOXY_UPHOPM_F	Oxypyrimidine (ug/L) result;2009-2010
URXPAR_UPHOPM_F	Paranitrophenol (ug/L) result;2009-2010
URXTCC_UPHOPM_F	Trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid;2009-2010
URXUCR_UPHOPM_F	Creatinine, urine (mg/dL);2009-2010
URX24D_UPHOPM_G	2,4-dicholorphenoxyacetic acid (ug/L);2011-2012
URX4FP_UPHOPM_G	4-fluoro-3-phenoxy-benzoic acid (ug/L);2011-2012
URXOPM_UPHOPM_G	3-phenoxybenzoic acid (ug/L);2011-2012
URXOXY_UPHOPM_G	2-isopropyl-4-methyl-pyrimidinol (ug/L);2011-2012
URXPAR_UPHOPM_G	para-Nitrophenol (ug/L);2011-2012
URXTCC_UPHOPM_G	Trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid (ug/L);2011-2012
URX24D_UPHOPM_H	2,4-dicholorphenoxyacetic acid (ug/L);2013-2014
URXCPM_UPHOPM_H	3,5,6-trichloropyridinol (ug/L);2013-2014
URX4FP_UPHOPM_H	4-fluoro-3-phenoxy-benzoic acid (ug/L);2013-2014
URXOPM_UPHOPM_H	3-phenoxybenzoic acid (ug/L);2013-2014
URXOXY_UPHOPM_H	2-isopropyl-4-methyl-pyrimidinol (ug/L);2013-2014
URXPAR_UPHOPM_H	para-Nitrophenol (ug/L);2013-2014
URXTCC_UPHOPM_H	Trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid (ug/L);2013-2014
SSTESTO_SSCHL_A	Testostosterone(ng/mL);1999-2000
SSSE2_SSCHL_A	estradiol (pg/mL);1999-2000
SSTESTO_SSCHL_B	Testostosterone (ng/mL);2001-2002
SSSE2_SSCHL_B	estradiol (pg/mL);2001-2002
SSTESTO_SSCHL_C	Testosterone (ng/mL);2003-2004
SSSE2_SSCHL_C	estradiol (pg/mL);2003-2004
LBXTST_TST_H	Testosterone, total (ng/dL);2013-2014
LBXTST_TST_I	Testosterone, total (ng/dL);2015-2016
URXUAS3_UAS_I	Urinary Arsenous acid (ug/L);2015-2016
URXUAS5_UAS_I	Urinary Arsenic acid (ug/L);2015-2016
URXUAB_UAS_I	Urinary Arsenobetaine (ug/L);2015-2016
URXUAC_UAS_I	Urinary Arsenocholine (ug/L);2015-2016
URXUDMA_UAS_I	Urinary Dimethylarsinic acid (ug/L);2015-2016
URXUMMA_UAS_I	Urinary Monomethylarsonic acid (ug/L);2015-2016
URXUAS3_UASS_I	Urinary Arsenous acid (ug/L);2015-2016
URXUAS5_UASS_I	Urinary Arsenic acid (ug/L);2015-2016
URXUAB_UASS_I	Urinary Arsenobetaine (ug/L);2015-2016
URXUAC_UASS_I	Urinary Arsenocholine (ug/L);2015-2016
URXUDMA_UASS_I	Urinary Dimethylarsinic acid (ug/L);2015-2016
URXUMMA_UASS_I	Urinary Monomethylarsonic acid (ug/L);2015-2016
LBXSBU_BIOPRO_E	Blood urea nitrogen (mg/dL);2007-2008
LBDSBUSI_BIOPRO_E	Blood urea nitrogen (mmol/L);2007-2008
LBXSCA_BIOPRO_E	Total calcium (mg/dL);2007-2008
LBXSCH_BIOPRO_E	Cholesterol (mg/dL);2007-2008
LBXSC3SI_BIOPRO_E	Bicarbonate(mmol/L);2007-2008
LBXSGL_BIOPRO_E	Glucose, serum (mg/dL);2007-2008
LBDSIRSI_BIOPRO_E	Iron, refigerated (umol/L);2007-2008
LBXSTB_BIOPRO_E	Total bilirubin (mg/dL);2007-2008
LBXSUA_BIOPRO_E	Uric acid (mg/dL);2007-2008
LBXSNASI_BIOPRO_E	Sodium (mmol/L);2007-2008
LBXSKSI_BIOPRO_E	Potassium (mmol/L);2007-2008
LBXSCLSI_BIOPRO_E	Chloride (mmol/L);2007-2008
LBXSBU_BIOPRO_D	Blood urea nitrogen (mg/dL);2005-2006
LBDSBUSI_BIOPRO_D	Blood urea nitrogen (mmol/L);2005-2006
LBXSCA_BIOPRO_D	Total calcium (mg/dL);2005-2006
LBXSCH_BIOPRO_D	Cholesterol (mg/dL);2005-2006
LBXSC3SI_BIOPRO_D	Bicarbonate (mmol/L);2005-2006
LBXSGL_BIOPRO_D	Glucose, serum (mg/dL);2005-2006
LBDSIRSI_BIOPRO_D	Iron, refigerated (umol/L);2005-2006
LBXSTB_BIOPRO_D	Total bilirubin (mg/dL);2005-2006
LBXSUA_BIOPRO_D	Uric acid (mg/dL);2005-2006
LBXSNASI_BIOPRO_D	Sodium (mmol/L);2005-2006
LBXSKSI_BIOPRO_D	Potassium (mmol/L);2005-2006
LBXSCLSI_BIOPRO_D	Chloride (mmol/L);2005-2006
LBXSBU_L40_C	Blood urea nitrogen (mg/dL);2003-2004
LBDSBUSI_L40_C	Blood urea nitrogen (mmol/L);2003-2004
LBXSCA_L40_C	Total calcium (mg/dL);2003-2004
LBXSCH_L40_C	Cholesterol (mg/dL);2003-2004
LBXSC3SI_L40_C	Bicarbonate(mmol/L);2003-2004
LBXSGL_L40_C	Glucose, serum (mg/dL);2003-2004
LBDSIRSI_L40_C	Iron, refigerated (umol/L);2003-2004
LBXSTB_L40_C	Total bilirubin (mg/dL);2003-2004
LBXSUA_L40_C	Uric acid (mg/dL);2003-2004
LBXSNASI_L40_C	Sodium(mmol/L);2003-2004
LBXSKSI_L40_C	Potassium (mmol/L);2003-2004
LBXSCLSI_L40_C	Chloride(mmol/L);2003-2004
LBXSBU_L40_B	Blood urea nitrogen (mg/dL);2001-2002
LBDSBUSI_L40_B	Blood urea nitrogen (mmol/L);2001-2002
LBXSCA_L40_B	Total Calcium (mg/dL);2001-2002
LBXSCH_L40_B	Cholesterol (mg/dL);2001-2002
LBXSC3SI_L40_B	Bicarbonate: SI (mmol/L);2001-2002
LBXSGL_L40_B	Glucose, serum (mg/dL);2001-2002
LBDSIRSI_L40_B	Iron (umol/L);2001-2002
LBDSPH_L40_B	Phosphorus (mg/dL);2001-2002
LBDSTB_L40_B	Bilirubin, total (mg/dL);2001-2002
LBXSUA_L40_B	Uric acid (mg/dL);2001-2002
LBDSCR_L40_B	Creatinine (mg/dL);2001-2002
LBXSNASI_L40_B	Sodium: SI (mmol/L);2001-2002
LBXSKSI_L40_B	Potassium: SI (mmol/L);2001-2002
LBXSCLSI_L40_B	Chloride: SI (mmol/L);2001-2002
LBXSBU_BIOPRO_F	Blood urea nitrogen (mg/dL);2009-2010
LBDSBUSI_BIOPRO_F	Blood urea nitrogen (mmol/L);2009-2010
LBXSCA_BIOPRO_F	Total calcium (mg/dL);2009-2010
LBXSCH_BIOPRO_F	Cholesterol (mg/dL);2009-2010
LBXSC3SI_BIOPRO_F	Bicarbonate (mmol/L);2009-2010
LBXSGL_BIOPRO_F	Glucose, serum (mg/dL);2009-2010
LBDSIRSI_BIOPRO_F	Iron, refigerated (umol/L);2009-2010
LBXSTB_BIOPRO_F	Total bilirubin (mg/dL);2009-2010
LBXSUA_BIOPRO_F	Uric acid (mg/dL);2009-2010
LBXSNASI_BIOPRO_F	Sodium (mmol/L);2009-2010
LBXSKSI_BIOPRO_F	Potassium (mmol/L);2009-2010
LBXSCLSI_BIOPRO_F	Chloride (mmol/L);2009-2010
LBXSBU_BIOPRO_G	Blood urea nitrogen (mg/dL);2011-2012
LBDSBUSI_BIOPRO_G	Blood urea nitrogen (mmol/L);2011-2012
LBXSCA_BIOPRO_G	Total calcium (mg/dL);2011-2012
LBXSCH_BIOPRO_G	Cholesterol (mg/dL);2011-2012
LBXSC3SI_BIOPRO_G	Bicarbonate (mmol/L);2011-2012
LBXSGL_BIOPRO_G	Glucose, serum (mg/dL);2011-2012
LBDSIRSI_BIOPRO_G	Iron, refigerated (umol/L);2011-2012
LBXSTB_BIOPRO_G	Total bilirubin (mg/dL);2011-2012
LBXSUA_BIOPRO_G	Uric acid (mg/dL);2011-2012
LBXSNASI_BIOPRO_G	Sodium (mmol/L);2011-2012
LBXSKSI_BIOPRO_G	Potassium (mmol/L);2011-2012
LBXSCLSI_BIOPRO_G	Chloride (mmol/L);2011-2012
LBXSBU_BIOPRO_H	Blood urea nitrogen (mg/dL);2013-2014
LBDSBUSI_BIOPRO_H	Blood urea nitrogen (mmol/L);2013-2014
LBXSC3SI_BIOPRO_H	Bicarbonate (mmol/L);2013-2014
LBXSCA_BIOPRO_H	Total calcium (mg/dL);2013-2014
LBXSCH_BIOPRO_H	Cholesterol (mg/dL);2013-2014
LBXSCLSI_BIOPRO_H	Chloride (mmol/L);2013-2014
LBXSGL_BIOPRO_H	Glucose, refrigerated serum (mg/dL);2013-2014
LBDSIRSI_BIOPRO_H	Iron, refrigerated serum (umol/L);2013-2014
LBXSKSI_BIOPRO_H	Potassium (mmol/L);2013-2014
LBXSNASI_BIOPRO_H	Sodium (mmol/L);2013-2014
LBXSTB_BIOPRO_H	Total bilirubin (mg/dL);2013-2014
